video,frame,predicted,actual,state,conditions
video (1),141,False,False,normal,"high_speed_125.0px"
video (1),142,False,False,normal,"high_speed_117.1px"
video (1),143,False,False,normal,"high_speed_128.7px"
video (1),144,False,True,normal,"high_speed_161.2px"
video (1),145,False,True,normal,"high_speed_109.5px"
video (1),146,False,True,normal,"high_speed_113.5px"
video (1),147,False,True,normal,"high_speed_178.3px"
video (1),148,False,True,normal,"high_speed_165.4px"
video (1),149,False,True,normal,"high_speed_139.2px"
video (1),150,False,True,normal,"high_speed_245.9px"
video (1),151,False,True,normal,"high_speed_195.5px"
video (1),152,False,True,normal,"high_speed_175.1px"
video (1),153,False,True,normal,"high_speed_224.4px"
video (1),154,False,True,low_confidence,"Keypoint low confidence"
video (1),155,False,True,normal,"high_speed_110.8px"
video (1),156,False,True,normal,"high_speed_63.3px"
video (1),157,False,True,normal,"high_speed_90.6px"
video (1),158,False,True,normal,"high_speed_57.9px"
video (1),159,False,True,normal,"high_speed_94.3px"
video (1),160,False,True,normal,"high_speed_35.4px"
video (1),161,False,True,normal,"high_speed_78.2px"
video (1),162,False,True,normal,"high_speed_29.0px"
video (1),163,False,True,low_confidence,"Keypoint low confidence"
video (1),164,False,True,low_confidence,"Keypoint low confidence"
video (1),165,True,False,fallen,"horizontal_pose|high_speed_52.1px"
video (1),166,True,False,fallen,"horizontal_pose|high_speed_32.2px"
video (1),167,False,False,normal,"horizontal_pose"
video (1),168,False,False,normal,""
video (1),169,False,False,normal,"horizontal_pose"
video (1),170,False,False,normal,"horizontal_pose"
video (1),171,False,False,normal,"high_speed_86.1px"
video (1),172,False,False,normal,""
video (1),173,False,False,normal,""
video (1),174,False,False,normal,"high_speed_34.9px"
video (1),175,False,False,normal,"high_speed_5.2px"
video (1),176,False,False,normal,""
video (1),177,False,False,normal,"high_speed_21.2px"
video (1),178,False,False,normal,"horizontal_pose"
video (1),179,False,False,normal,"high_speed_44.1px"
video (1),180,False,False,normal,"high_speed_13.8px"
video (1),181,False,False,normal,""
video (1),182,False,False,normal,"high_speed_5.3px"
video (1),183,False,False,normal,""
video (1),184,False,False,normal,"high_speed_35.9px"
video (1),185,False,False,normal,""
video (1),186,False,False,normal,"high_speed_23.9px"
video (1),187,False,False,normal,"high_speed_7.6px"
video (1),188,False,False,normal,"horizontal_pose"
video (1),189,False,False,normal,""
video (1),190,False,False,normal,"horizontal_pose"
video (1),191,False,False,normal,"high_speed_36.9px"
video (1),192,False,False,normal,""
video (1),193,True,False,fallen,"horizontal_pose|high_speed_13.3px"
video (1),194,False,False,normal,""
video (1),195,False,False,normal,"high_speed_26.5px"
video (1),196,False,False,normal,"high_speed_2.5px"
video (1),197,False,False,normal,""
video (1),198,False,False,normal,""
video (1),199,False,False,normal,"high_speed_27.7px"
video (1),200,False,False,normal,""
video (1),201,False,False,normal,"high_speed_21.9px"
video (1),202,False,False,normal,"high_speed_17.2px"
video (1),203,False,False,normal,""
video (1),204,False,False,normal,"high_speed_10.7px"
video (1),205,False,False,normal,"high_speed_19.2px"
video (1),206,False,False,normal,""
video (1),207,False,False,normal,"high_speed_7.6px"
video (1),208,False,False,normal,""
video (1),209,False,False,normal,""
video (1),210,False,False,normal,"high_speed_26.3px"
video (1),211,False,False,normal,"high_speed_18.5px"
video (1),212,False,False,normal,"horizontal_pose"
video (1),213,True,False,fallen,"horizontal_pose|high_speed_20.9px"
video (1),214,False,False,normal,"horizontal_pose"
video (1),215,False,False,normal,"high_speed_54.7px"
video (1),216,False,False,normal,"horizontal_pose"
video (1),217,False,False,normal,"high_speed_27.4px"
video (1),218,False,False,normal,""
video (1),219,False,False,normal,"high_speed_8.5px"
video (1),220,False,False,normal,"horizontal_pose"
video (1),221,False,False,normal,"high_speed_2.7px"
video (1),222,False,False,normal,"high_speed_44.0px"
video (1),223,False,False,normal,""
video (1),224,False,False,normal,"high_speed_74.4px"
video (1),225,False,False,normal,""
video (1),226,False,False,normal,"horizontal_pose"
video (1),227,False,False,normal,"high_speed_53.2px"
video (1),228,False,False,normal,""
video (1),229,False,False,normal,"high_speed_21.4px"
video (1),230,False,False,normal,"horizontal_pose"
video (1),231,False,False,normal,"high_speed_34.8px"
video (1),232,False,False,normal,""
video (1),233,False,False,normal,"horizontal_pose"
video (1),234,False,False,normal,"high_speed_32.1px"
video (1),235,False,False,normal,""
video (1),236,False,False,normal,"horizontal_pose"
video (1),237,False,False,normal,"high_speed_5.6px"
video (1),238,True,False,fallen,"horizontal_pose|high_speed_2.4px"
video (1),239,False,False,normal,"high_speed_26.7px"
video (1),240,False,False,normal,""
video (1),241,False,False,normal,""
video (1),242,False,False,normal,"high_speed_4.9px"
video (1),243,False,False,normal,""
video (1),244,False,False,normal,"high_speed_25.3px"
video (1),245,False,False,normal,"high_speed_2.7px"
video (1),246,False,False,normal,"high_speed_18.0px"
video (1),247,False,False,normal,"horizontal_pose"
video (1),248,False,False,normal,"high_speed_43.0px"
video (1),249,False,False,normal,""
video (1),250,False,False,normal,"horizontal_pose"
video (1),251,True,False,fallen,"horizontal_pose|high_speed_11.3px"
video (1),252,True,False,fallen,"horizontal_pose|high_speed_13.7px"
video (1),253,False,False,normal,"high_speed_33.1px"
video (1),254,False,False,normal,""
video (1),255,False,False,normal,"horizontal_pose"
video (1),256,False,False,normal,""
video (1),257,True,False,fallen,"horizontal_pose|high_speed_8.0px"
video (1),258,False,False,normal,"horizontal_pose"
video (1),259,False,False,normal,"high_speed_21.2px"
video (1),260,False,False,normal,"horizontal_pose"
video (1),261,False,False,normal,"high_speed_52.4px"
video (1),262,False,False,normal,""
video (1),263,False,False,normal,"horizontal_pose"
video (1),264,False,False,normal,""
video (10),46,False,False,normal,""
video (10),51,False,False,normal,"high_speed_87.9px"
video (10),52,False,False,normal,""
video (10),59,False,False,normal,""
video (10),60,False,False,normal,""
video (10),61,False,False,normal,""
video (10),62,False,False,normal,"high_speed_1.3px"
video (10),63,False,False,normal,""
video (10),64,False,False,normal,""
video (10),65,False,False,normal,""
video (10),66,False,False,normal,""
video (10),68,False,False,low_confidence,"Keypoint low confidence"
video (10),69,False,False,low_confidence,"Keypoint low confidence"
video (10),70,False,False,low_confidence,"Keypoint low confidence"
video (10),71,False,False,low_confidence,"Keypoint low confidence"
video (10),72,False,False,low_confidence,"Keypoint low confidence"
video (10),73,False,False,low_confidence,"Keypoint low confidence"
video (10),74,False,False,low_confidence,"Keypoint low confidence"
video (10),75,False,False,low_confidence,"Keypoint low confidence"
video (10),76,False,False,low_confidence,"Keypoint low confidence"
video (10),77,False,False,normal,"high_speed_21.7px"
video (10),78,False,False,low_confidence,"Keypoint low confidence"
video (10),79,False,False,normal,"high_speed_15.5px"
video (10),80,False,False,low_confidence,"Keypoint low confidence"
video (10),81,False,False,low_confidence,"Keypoint low confidence"
video (10),82,False,False,normal,"high_speed_15.7px"
video (10),83,False,False,normal,"high_speed_37.6px"
video (10),84,False,False,normal,"high_speed_20.9px"
video (10),85,False,False,low_confidence,"Keypoint low confidence"
video (10),86,False,False,normal,"high_speed_44.1px"
video (10),87,False,False,normal,"high_speed_32.2px"
video (10),88,False,False,normal,"high_speed_38.1px"
video (10),89,False,False,normal,"high_speed_40.1px"
video (10),90,False,False,normal,"high_speed_66.7px"
video (10),91,False,False,normal,"high_speed_4.0px"
video (10),92,False,False,normal,"high_speed_37.7px"
video (10),93,False,False,normal,"high_speed_14.1px"
video (10),94,False,False,normal,"high_speed_27.2px"
video (10),95,False,False,normal,"high_speed_40.0px"
video (10),96,False,False,normal,"high_speed_25.7px"
video (10),97,False,False,normal,"high_speed_31.0px"
video (10),98,False,False,normal,"high_speed_39.7px"
video (10),99,False,False,low_confidence,"Keypoint low confidence"
video (10),100,False,False,low_confidence,"Keypoint low confidence"
video (10),101,False,False,low_confidence,"Keypoint low confidence"
video (10),102,False,False,low_confidence,"Keypoint low confidence"
video (10),103,False,False,low_confidence,"Keypoint low confidence"
video (10),104,False,False,low_confidence,"Keypoint low confidence"
video (10),105,False,False,normal,"high_speed_51.9px"
video (10),106,False,False,normal,"high_speed_15.5px"
video (10),107,False,False,low_confidence,"Keypoint low confidence"
video (10),108,False,False,low_confidence,"Keypoint low confidence"
video (10),109,False,False,normal,"high_speed_21.2px"
video (10),110,False,False,normal,"high_speed_48.2px"
video (10),111,False,False,normal,"high_speed_48.5px"
video (10),112,False,False,normal,"high_speed_9.4px"
video (10),113,False,False,normal,"high_speed_46.6px"
video (10),114,False,False,normal,"high_speed_43.3px"
video (10),115,False,False,normal,"high_speed_11.0px"
video (10),116,False,False,normal,"high_speed_32.8px"
video (10),117,False,False,normal,"high_speed_37.1px"
video (10),118,False,False,normal,"high_speed_17.3px"
video (10),119,False,False,normal,"high_speed_39.8px"
video (10),120,False,False,normal,"high_speed_40.8px"
video (10),121,False,False,normal,"high_speed_51.3px"
video (10),122,False,False,normal,"high_speed_88.8px"
video (10),123,False,False,normal,"high_speed_100.9px"
video (10),124,False,False,normal,"high_speed_126.3px"
video (10),125,False,False,normal,"high_speed_147.1px"
video (10),126,False,False,low_confidence,"Keypoint low confidence"
video (10),127,False,False,low_confidence,"Keypoint low confidence"
video (10),128,False,False,normal,"high_speed_242.5px"
video (10),129,False,False,normal,"high_speed_228.3px"
video (10),130,False,False,normal,"high_speed_204.2px"
video (10),131,False,False,normal,"high_speed_241.7px"
video (10),132,False,False,low_confidence,"Keypoint low confidence"
video (10),133,False,False,low_confidence,"Keypoint low confidence"
video (10),134,False,False,normal,"high_speed_283.3px"
video (10),142,False,True,low_confidence,"Keypoint low confidence"
video (10),144,False,True,low_confidence,"Keypoint low confidence"
video (10),145,False,True,low_confidence,"Keypoint low confidence"
video (10),146,False,True,low_confidence,"Keypoint low confidence"
video (10),147,False,True,low_confidence,"Keypoint low confidence"
video (10),148,False,True,low_confidence,"Keypoint low confidence"
video (10),149,False,True,low_confidence,"Keypoint low confidence"
video (10),150,False,True,low_confidence,"Keypoint low confidence"
video (10),151,False,False,low_confidence,"Keypoint low confidence"
video (10),152,False,False,low_confidence,"Keypoint low confidence"
video (10),153,False,False,low_confidence,"Keypoint low confidence"
video (10),154,False,False,low_confidence,"Keypoint low confidence"
video (10),155,False,False,low_confidence,"Keypoint low confidence"
video (10),156,False,False,low_confidence,"Keypoint low confidence"
video (10),158,False,False,low_confidence,"Keypoint low confidence"
video (10),190,True,False,fallen,"shoulder_near_feet|horizontal_pose|high_speed_32.9px"
video (10),191,True,False,fallen,"horizontal_pose|high_speed_8.0px"
video (10),192,True,False,fallen,"shoulder_near_feet|horizontal_pose|high_speed_21.2px"
video (10),193,True,False,fallen,"shoulder_near_feet|horizontal_pose|high_speed_16.5px"
video (10),194,True,False,fallen,"shoulder_near_feet|horizontal_pose"
video (10),195,False,False,normal,"horizontal_pose"
video (10),196,True,False,fallen,"horizontal_pose|high_speed_42.9px"
video (10),197,False,False,normal,"horizontal_pose"
video (10),198,True,False,fallen,"horizontal_pose|high_speed_12.9px"
video (10),199,False,False,normal,"horizontal_pose"
video (10),200,False,False,normal,""
video (10),201,False,False,normal,""
video (10),202,False,False,normal,""
video (10),203,False,False,normal,""
video (10),204,False,False,normal,""
video (10),205,False,False,normal,""
video (10),206,False,False,normal,"high_speed_5.1px"
video (10),207,False,False,normal,"high_speed_76.9px"
video (10),208,False,False,normal,""
video (10),209,False,False,normal,"high_speed_2.7px"
video (10),210,False,False,normal,"high_speed_16.4px"
video (10),211,False,False,normal,""
video (10),212,False,False,normal,""
video (10),213,False,False,normal,""
video (10),214,False,False,normal,""
video (10),215,False,False,normal,"high_speed_17.7px"
video (10),216,False,False,normal,"high_speed_15.9px"
video (10),217,False,False,normal,"horizontal_pose"
video (10),218,False,False,normal,"horizontal_pose"
video (10),219,False,False,normal,"horizontal_pose"
video (10),220,False,False,normal,"horizontal_pose"
video (10),221,False,False,normal,""
video (10),222,False,False,normal,""
video (10),223,False,False,normal,""
video (10),224,False,False,normal,""
video (10),225,False,False,normal,""
video (10),226,False,False,normal,""
video (10),227,False,False,normal,""
video (10),228,False,False,normal,""
video (10),229,False,False,normal,""
video (10),230,False,False,normal,""
video (10),231,False,False,normal,""
video (10),232,False,False,normal,""
video (10),233,False,False,normal,""
video (10),234,False,False,normal,""
video (10),235,False,False,normal,""
video (10),236,False,False,normal,""
video (10),237,False,False,normal,""
video (10),238,False,False,normal,""
video (10),239,False,False,normal,""
video (10),240,False,False,normal,""
video (10),241,False,False,normal,""
video (10),242,False,False,normal,""
video (10),243,False,False,normal,""
video (10),244,False,False,normal,""
video (10),245,False,False,normal,""
video (10),246,False,False,normal,""
video (10),247,False,False,normal,"high_speed_67.4px"
video (10),248,False,False,normal,"high_speed_47.0px"
video (10),249,False,False,normal,"high_speed_15.1px"
video (10),250,False,False,normal,"high_speed_15.4px"
video (10),251,False,False,normal,""
video (10),252,False,False,normal,""
video (10),253,False,False,normal,""
video (10),254,False,False,normal,""
video (10),255,False,False,normal,""
video (10),256,False,False,normal,""
video (10),257,False,False,normal,""
video (10),258,False,False,normal,""
video (10),259,False,False,normal,""
video (10),260,False,False,normal,""
video (10),261,False,False,normal,""
video (10),262,False,False,normal,"high_speed_19.3px"
video (10),263,False,False,normal,"high_speed_23.5px"
video (10),264,False,False,normal,"high_speed_55.0px"
video (10),265,False,False,normal,"high_speed_46.2px"
video (10),266,False,False,normal,"high_speed_35.7px"
video (10),267,False,False,normal,"high_speed_5.5px"
video (10),268,False,False,normal,""
video (10),269,False,False,normal,""
video (10),270,False,False,normal,""
video (10),271,False,False,normal,""
video (10),272,False,False,normal,""
video (10),273,False,False,normal,""
video (10),274,False,False,normal,""
video (10),275,False,False,normal,""
video (10),276,False,False,normal,"high_speed_37.4px"
video (10),277,False,False,normal,"high_speed_5.8px"
video (10),278,False,False,normal,"high_speed_65.7px"
video (10),279,False,False,low_confidence,"Keypoint low confidence"
video (10),280,False,False,normal,"high_speed_64.9px"
video (10),281,False,False,low_confidence,"Keypoint low confidence"
video (10),282,False,False,normal,""
video (10),283,False,False,low_confidence,"Keypoint low confidence"
video (10),284,False,False,low_confidence,"Keypoint low confidence"
video (10),285,False,False,low_confidence,"Keypoint low confidence"
video (10),286,False,False,low_confidence,"Keypoint low confidence"
video (10),287,False,False,low_confidence,"Keypoint low confidence"
video (10),288,False,False,low_confidence,"Keypoint low confidence"
video (10),289,False,False,low_confidence,"Keypoint low confidence"
video (10),290,False,False,low_confidence,"Keypoint low confidence"
video (10),291,False,False,low_confidence,"Keypoint low confidence"
video (10),292,False,False,low_confidence,"Keypoint low confidence"
video (10),293,False,False,low_confidence,"Keypoint low confidence"
video (10),294,False,False,low_confidence,"Keypoint low confidence"
video (10),295,False,False,low_confidence,"Keypoint low confidence"
video (10),296,False,False,low_confidence,"Keypoint low confidence"
video (10),297,False,False,low_confidence,"Keypoint low confidence"
video (10),298,False,False,low_confidence,"Keypoint low confidence"
video (10),299,False,False,low_confidence,"Keypoint low confidence"
video (10),300,False,False,low_confidence,"Keypoint low confidence"
video (10),301,False,False,low_confidence,"Keypoint low confidence"
video (10),302,False,False,low_confidence,"Keypoint low confidence"
video (10),303,False,False,low_confidence,"Keypoint low confidence"
video (10),304,False,False,low_confidence,"Keypoint low confidence"
video (10),305,False,False,low_confidence,"Keypoint low confidence"
video (10),306,False,False,low_confidence,"Keypoint low confidence"
video (10),307,False,False,low_confidence,"Keypoint low confidence"
video (10),308,False,False,low_confidence,"Keypoint low confidence"
video (10),309,False,False,low_confidence,"Keypoint low confidence"
video (10),310,False,False,low_confidence,"Keypoint low confidence"
video (10),311,False,False,low_confidence,"Keypoint low confidence"
video (11),67,False,False,normal,""
video (11),68,False,False,normal,"high_speed_28.2px"
video (11),69,False,False,normal,"high_speed_48.5px"
video (11),70,False,False,normal,"high_speed_45.5px"
video (11),71,False,False,normal,"high_speed_45.2px"
video (11),72,False,False,normal,"high_speed_55.8px"
video (11),73,False,False,normal,"high_speed_60.2px"
video (11),74,False,False,normal,"high_speed_49.8px"
video (11),75,False,False,normal,"high_speed_27.6px"
video (11),76,False,False,normal,"high_speed_7.2px"
video (11),77,False,False,normal,""
video (11),78,False,False,normal,"high_speed_0.8px"
video (11),79,False,False,normal,"high_speed_13.4px"
video (11),80,False,False,normal,"high_speed_30.3px"
video (11),81,False,False,normal,"high_speed_23.4px"
video (11),82,False,False,normal,"high_speed_50.9px"
video (11),83,False,False,normal,"high_speed_77.9px"
video (11),84,False,False,normal,"high_speed_83.9px"
video (11),85,False,False,normal,"high_speed_62.1px"
video (11),86,False,False,normal,"high_speed_76.7px"
video (11),87,False,False,normal,"high_speed_49.6px"
video (11),88,False,False,normal,"high_speed_31.5px"
video (11),89,False,False,normal,"high_speed_15.8px"
video (11),90,False,False,normal,""
video (11),91,False,False,normal,""
video (11),92,False,False,normal,"high_speed_8.8px"
video (11),93,False,False,normal,"high_speed_16.4px"
video (11),94,False,False,normal,"high_speed_31.5px"
video (11),95,False,False,normal,"high_speed_48.2px"
video (11),96,False,False,normal,"high_speed_80.4px"
video (11),97,False,False,normal,"high_speed_81.4px"
video (11),98,False,False,normal,"high_speed_101.1px"
video (11),99,False,False,normal,"high_speed_74.8px"
video (11),100,False,False,normal,"high_speed_44.4px"
video (11),101,False,False,normal,"high_speed_13.9px"
video (11),102,False,False,normal,"high_speed_25.0px"
video (11),103,False,False,normal,"high_speed_16.6px"
video (11),104,False,False,normal,"high_speed_11.6px"
video (11),105,False,False,normal,"high_speed_34.6px"
video (11),106,False,False,normal,"high_speed_34.6px"
video (11),107,False,False,normal,"high_speed_33.0px"
video (11),108,False,False,normal,"high_speed_30.7px"
video (11),109,False,False,normal,"high_speed_52.1px"
video (11),110,False,False,normal,"high_speed_44.8px"
video (11),111,False,False,normal,"high_speed_21.6px"
video (11),112,False,False,normal,"high_speed_56.4px"
video (11),113,False,False,normal,"high_speed_53.1px"
video (11),114,False,False,normal,"high_speed_44.5px"
video (11),115,False,False,normal,"high_speed_61.6px"
video (11),116,False,False,normal,"high_speed_19.1px"
video (11),117,False,False,normal,"high_speed_32.4px"
video (11),118,False,False,normal,"high_speed_31.4px"
video (11),119,False,False,normal,"high_speed_63.8px"
video (11),120,False,False,normal,"high_speed_34.1px"
video (11),121,False,False,normal,"high_speed_66.0px"
video (11),122,False,False,normal,"high_speed_51.5px"
video (11),123,False,False,normal,"high_speed_96.5px"
video (11),124,False,False,normal,"high_speed_86.8px"
video (11),125,False,False,normal,"high_speed_101.7px"
video (11),126,False,False,normal,"high_speed_106.4px"
video (11),127,False,False,normal,"high_speed_147.9px"
video (11),128,False,False,normal,"high_speed_158.5px"
video (11),129,False,False,normal,"high_speed_126.6px"
video (11),130,False,False,low_confidence,"Keypoint low confidence"
video (11),131,False,False,low_confidence,"Keypoint low confidence"
video (11),132,False,False,low_confidence,"Keypoint low confidence"
video (11),133,False,False,low_confidence,"Keypoint low confidence"
video (11),134,False,False,low_confidence,"Keypoint low confidence"
video (11),135,False,False,low_confidence,"Keypoint low confidence"
video (11),141,True,True,fallen,"horizontal_pose|high_speed_199.9px"
video (11),145,True,True,fallen,"horizontal_pose|high_speed_96.2px"
video (11),147,True,True,fallen,"horizontal_pose|high_speed_74.3px"
video (11),148,True,True,fallen,"horizontal_pose|high_speed_90.4px"
video (11),150,False,True,low_confidence,"Keypoint low confidence"
video (11),152,False,True,low_confidence,"Keypoint low confidence"
video (11),157,False,True,low_confidence,"Keypoint low confidence"
video (11),158,False,True,low_confidence,"Keypoint low confidence"
video (11),159,False,True,low_confidence,"Keypoint low confidence"
video (11),160,False,True,low_confidence,"Keypoint low confidence"
video (11),161,False,True,low_confidence,"Keypoint low confidence"
video (11),162,False,True,low_confidence,"Keypoint low confidence"
video (11),163,False,True,low_confidence,"Keypoint low confidence"
video (11),164,False,True,low_confidence,"Keypoint low confidence"
video (11),188,False,False,low_confidence,"Keypoint low confidence"
video (11),189,True,False,fallen,"horizontal_pose|high_speed_2.6px"
video (11),190,False,False,low_confidence,"Keypoint low confidence"
video (11),191,False,False,low_confidence,"Keypoint low confidence"
video (11),192,False,False,low_confidence,"Keypoint low confidence"
video (11),224,False,False,low_confidence,"Keypoint low confidence"
video (11),229,False,False,low_confidence,"Keypoint low confidence"
video (11),230,False,False,low_confidence,"Keypoint low confidence"
video (11),231,False,False,normal,""
video (11),232,False,False,normal,""
video (11),233,False,False,normal,""
video (11),234,False,False,normal,""
video (11),235,False,False,normal,""
video (11),236,False,False,normal,""
video (11),237,False,False,normal,""
video (11),238,False,False,normal,""
video (11),239,False,False,normal,""
video (11),240,False,False,normal,""
video (11),241,False,False,normal,""
video (11),242,False,False,normal,"high_speed_20.5px"
video (11),243,False,False,normal,"high_speed_17.3px"
video (11),244,False,False,normal,"high_speed_30.1px"
video (11),245,False,False,normal,"high_speed_17.4px"
video (11),246,False,False,normal,""
video (11),247,False,False,normal,""
video (11),248,False,False,normal,""
video (11),249,False,False,normal,""
video (11),250,False,False,normal,""
video (11),251,False,False,normal,"high_speed_10.1px"
video (11),252,False,False,normal,"high_speed_60.6px"
video (11),253,False,False,normal,"high_speed_44.5px"
video (11),254,False,False,normal,"high_speed_10.3px"
